timestamp,test-class,test-method,time,description,result
2021-09-09 14:09:27.143,acme.testing.spam.SpamShowTest,showNotAuthorised,580,"[1] credentialsUsername=anonymous, credentialsPassword=anonymous",OK
2021-09-09 14:09:31.591,acme.testing.spam.SpamShowTest,showNotAuthorised,4066,"[2] credentialsUsername=manager, credentialsPassword=manager",OK
2021-09-09 14:09:35.827,acme.testing.spam.SpamShowTest,showNotAuthorised,3949,"[3] credentialsUsername=authenticated1, credentialsPassword=authenticated1",OK
2021-09-09 14:09:53.507,acme.testing.spam.SpamUpdateTest,updatePositive,6655,"[1] threshold=40.50, words=dick, cunt, you’ve won, an Iphone 12, pene, vagina, has ganado, un Iphone 12",OK
2021-09-09 14:09:59.511,acme.testing.spam.SpamUpdateTest,updateNegative,5708,"[1] threshold=-1.00, words=",OK
2021-09-09 14:10:05.679,acme.testing.spam.SpamUpdateTest,updateNegativeTwo,5716,"[1] threshold=101., words=null",OK
2021-09-09 14:10:06.359,acme.testing.spam.SpamUpdateTest,updateNotAuthorised,355,"[1] threshold=threshold=15.00, words=anonymous person tries to change something he is not allowed to, security kicking in, credentialsUsername=anonymous, credentialsPassword=anonymous",OK
2021-09-09 14:10:10.671,acme.testing.spam.SpamUpdateTest,updateNotAuthorised,3971,"[2] threshold=threshold=50.00, words=this is an illegal action, must be declined at all costs, credentialsUsername=manager, credentialsPassword=manager",OK
2021-09-09 14:10:14.801,acme.testing.spam.SpamUpdateTest,updateNotAuthorised,3868,"[3] threshold=threshold=70.00, words=this is dummy authenticated user, he is not allowed to make these words count as spam, credentialsUsername=authenticated1, credentialsPassword=authenticated1",OK
2021-09-09 14:10:35.37,acme.testing.administrator.task.AdministratorTaskListSortedByExecutionPeriodService,list,9944,"[1] recordIndex=0, title=Test2, description=Another test, startExecution=2022/07/18 16:33, endExecution=2023/02/15 08:46, info=http://www.example.org, workload=89.59, isFinished=true, newFinished=Yes, isPrivate=true, newStatus=Private",OK
2021-09-09 14:10:44.276,acme.testing.administrator.task.AdministratorTaskListSortedByExecutionPeriodService,list,8594,"[2] recordIndex=1, title=Customize your webpage, description=Try some cool stuff, startExecution=2022/07/03 12:33, endExecution=2023/02/11 10:46, info=http://www.example.org, workload=98.59, isFinished=true, newFinished=Yes, isPrivate=true, newStatus=Private",OK
2021-09-09 14:10:53.0,acme.testing.administrator.task.AdministratorTaskListSortedByExecutionPeriodService,list,8456,"[3] recordIndex=2, title=Test1, description=Another test, startExecution=2022/07/05 15:33, endExecution=2022/08/11 09:46, info=http://www.example.org, workload=80.59, isFinished=true, newFinished=Yes, isPrivate=true, newStatus=Private",OK
2021-09-09 14:10:56.04,acme.testing.administrator.task.AdministratorTaskListSortedByExecutionPeriodService,listNegative,2761,"[1] id=8",OK
2021-09-09 14:11:14.139,acme.testing.administrator.task.AdministratorTaskListByWorkloadTests,listMyTask,7917,"[1] recordIndex=0, title=Test1, description=Another test, startExecution=2022/07/05 15:33, endExecution=2022/08/11 09:46, workload=80.59, info=http://www.example.org, finished=true, status=true",OK
2021-09-09 14:11:22.282,acme.testing.administrator.task.AdministratorTaskListByWorkloadTests,listMyTask,7832,"[2] recordIndex=1, title=Test2, description=Another test, startExecution=2022/07/18 16:33, endExecution=2023/02/15 08:46, workload=89.59, info=http://www.example.org, finished=true, status=true",OK
2021-09-09 14:11:30.149,acme.testing.administrator.task.AdministratorTaskListByWorkloadTests,listMyTask,7572,"[3] recordIndex=2, title=Customize your webpage, description=Try some cool stuff, startExecution=2022/07/03 12:33, endExecution=2023/02/11 10:46, workload=98.59, info=http://www.example.org, finished=true, status=true",OK
2021-09-09 14:11:34.385,acme.testing.administrator.task.AdministratorTaskListByWorkloadTests,listMyTaskNegative,3924,"[1] id=8",OK
2021-09-09 14:11:49.179,acme.testing.administrator.task.AdministratorTaskShowTests,showNegative,4214,"[1] id=11",OK
2021-09-09 14:11:53.553,acme.testing.administrator.task.AdministratorTaskShowTests,showNegative,4093,"[2] id=12",OK
2021-09-09 14:11:57.886,acme.testing.administrator.task.AdministratorTaskShowTests,showNegative,4020,"[3] id=13",OK
2021-09-09 14:12:16.228,acme.testing.administrator.task.AdministratorTaskListTest,list,8129,"[1] recordIndex=0, title=Customize your webpage, description=Try some cool stuff, startExecution=2022/07/03 12:33, endExecution=2023/02/11 10:46, info=http://www.example.org, workload=98.59, isFinished=true, newFinished=Yes, isPrivate=true, newStatus=Private",OK
2021-09-09 14:12:24.555,acme.testing.administrator.task.AdministratorTaskListTest,list,8044,"[2] recordIndex=1, title=Test1, description=Another test, startExecution=2022/07/05 15:33, endExecution=2022/08/11 09:46, info=http://www.example.org, workload=80.59, isFinished=true, newFinished=Yes, isPrivate=true, newStatus=Private",OK
2021-09-09 14:12:32.965,acme.testing.administrator.task.AdministratorTaskListTest,list,8049,"[3] recordIndex=2, title=Test2, description=Another test, startExecution=2022/07/18 16:33, endExecution=2023/02/15 08:46, info=http://www.example.org, workload=89.59, isFinished=true, newFinished=Yes, isPrivate=true, newStatus=Private",OK
2021-09-09 14:12:36.072,acme.testing.administrator.task.AdministratorTaskListTest,listNegative,2826,"[1] id=8",OK
2021-09-09 14:12:50.381,acme.testing.administrator.task.AdministratorTaskDeleteTest,deleteNegative,4109,"[1] id=11",OK
2021-09-09 14:12:54.902,acme.testing.administrator.task.AdministratorTaskDeleteTest,deleteNegative,4237,"[2] id=12",OK
2021-09-09 14:12:59.188,acme.testing.administrator.task.AdministratorTaskDeleteTest,deleteNegative,3999,"[3] id=13",OK
2021-09-09 14:13:06.621,acme.testing.administrator.task.AdministratorTaskDeleteTest,delete,7118,"[1] recordIndex=0, title=Customize your webpage, description=Try some cool stuff, info=http://www.example.org",OK
2021-09-09 14:13:13.915,acme.testing.administrator.task.AdministratorTaskDeleteTest,delete,7042,"[2] recordIndex=0, title=Test1, description=Another test, info=http://www.example.org",OK
2021-09-09 14:13:21.188,acme.testing.administrator.task.AdministratorTaskDeleteTest,delete,6973,"[3] recordIndex=0, title=Test2, description=Another test, info=http://www.example.org",OK
2021-09-09 14:13:41.871,acme.testing.administrator.task.AdministratorTaskCreateTests,createPositive,10556,"[1] recordIndex=3, title=Test3, description=Another test, startExecution=2021/09/26 10:45, endExecution=2021/12/16 17:00, workload=15.30, info=http://www.example.org, newFinished=true, newStatus=true",OK
2021-09-09 14:13:52.419,acme.testing.administrator.task.AdministratorTaskCreateTests,createPositive,10262,"[2] recordIndex=4, title=Test4, description=Another test, startExecution=2021/10/25 10:45, endExecution=2021/12/13 17:30, workload=25.35, info=http://www.example.org, newFinished=false, newStatus=true",OK
2021-09-09 14:14:02.821,acme.testing.administrator.task.AdministratorTaskCreateTests,createPositive,10138,"[3] recordIndex=5, title=Test5, description=Another test, startExecution=2021/11/27 10:45, endExecution=2021/12/17 17:50, workload=35.15, info=http://www.example.org, newFinished=false, newStatus=false",OK
2021-09-09 14:14:13.31,acme.testing.administrator.task.AdministratorTaskCreateTests,createPositive,10250,"[4] recordIndex=6, title=Test6, description=Another test, startExecution=2021/12/02 11:45, endExecution=2021/12/20 19:50, workload=35.15, info=http://www.example.org, newFinished=true, newStatus=false",OK
2021-09-09 14:14:23.817,acme.testing.administrator.task.AdministratorTaskCreateTests,createPositive,10222,"[5] recordIndex=7, title=Test7, description=Another test, startExecution=2021/12/03 10:45, endExecution=2022/02/11 17:50, workload=35.15, info=null, newFinished=true, newStatus=true",OK
2021-09-09 14:14:29.944,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,5818,"[1] recordIndex=0, title=null, description=Another test, startExecution=2021/09/26 10:45, endExecution=2021/12/16 17:00, workload=15.30, info=http://www.example.org, newFinished=true, newStatus=true",OK
2021-09-09 14:14:35.944,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,5719,"[2] recordIndex=0, title=null, description=Another test, startExecution=2021/10/25 10:45, endExecution=2021/12/13 17:30, workload=25.35, info=http://www.example.org, newFinished=false, newStatus=true",OK
2021-09-09 14:14:42.054,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,5800,"[3] recordIndex=0, title=Test10, description=null, startExecution=2021/11/27 10:45, endExecution=2021/12/17 17:50, workload=35.15, info=http://www.example.org, newFinished=false, newStatus=false",OK
2021-09-09 14:14:48.127,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,5781,"[4] recordIndex=0, title=Test11, description=null, startExecution=2021/12/02 11:45, endExecution=2021/12/20 19:50, workload=35.15, info=http://www.example.org, newFinished=true, newStatus=false",OK
2021-09-09 14:14:54.306,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,5837,"[5] recordIndex=0, title=Test12, description=Another test, startExecution=null, endExecution=2022/02/11 17:50, workload=35.15, info=null, newFinished=true, newStatus=true",OK
2021-09-09 14:15:00.389,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,5805,"[6] recordIndex=0, title=Test13, description=Another test, startExecution=2021/02/03 10:45, endExecution=2022/02/11 17:50, workload=35.15, info=null, newFinished=true, newStatus=true",OK
2021-09-09 14:15:06.402,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,5719,"[7] recordIndex=0, title=Test14, description=Another test, startExecution=tomorrow, endExecution=2022/02/11 17:50, workload=35.15, info=null, newFinished=true, newStatus=true",OK
2021-09-09 14:15:12.398,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,5699,"[8] recordIndex=0, title=Test15, description=Another test, startExecution=2021/12/03 10:45, endExecution=null, workload=35.15, info=null, newFinished=true, newStatus=true",OK
2021-09-09 14:15:18.451,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,5775,"[9] recordIndex=0, title=Test16, description=Another test, startExecution=2021/12/03 10:45, endExecution=tow weeks, workload=35.15, info=null, newFinished=true, newStatus=true",OK
2021-09-09 14:15:24.532,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,5785,"[10] recordIndex=0, title=Test17, description=Another test, startExecution=2021/12/03 10:45, endExecution=2021/12/01 17:50, workload=35.15, info=null, newFinished=true, newStatus=true",OK
2021-09-09 14:15:30.605,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,5776,"[11] recordIndex=0, title=Test18, description=Another test, startExecution=2021/12/03 10:45, endExecution=2022/02/11 17:50, workload=null, info=null, newFinished=true, newStatus=true",OK
2021-09-09 14:15:36.752,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,5821,"[12] recordIndex=0, title=Test19, description=Another test, startExecution=2021/12/03 10:45, endExecution=2022/02/11 17:50, workload=-10.50, info=null, newFinished=true, newStatus=true",OK
2021-09-09 14:15:42.779,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,5748,"[13] recordIndex=0, title=Test20, description=Another test, startExecution=2021/12/03 10:45, endExecution=2022/02/11 17:50, workload=35.7500, info=null, newFinished=true, newStatus=true",OK
2021-09-09 14:15:48.852,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,5793,"[14] recordIndex=0, title=Test21, description=Another test, startExecution=2021/12/03 10:45, endExecution=2022/02/11 17:50, workload=40.25, info=mi pagina web, newFinished=true, newStatus=true",OK
2021-09-09 14:15:54.798,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,5694,"[15] recordIndex=0, title=Test22 sex, description=Another test, startExecution=2021/12/03 10:45, endExecution=2022/02/11 17:50, workload=42.30, info=null, newFinished=false, newStatus=true",OK
2021-09-09 14:16:00.873,acme.testing.administrator.task.AdministratorTaskCreateTests,createNegative,5808,"[16] recordIndex=0, title=Test23, description=Another test viagra, startExecution=2021/12/03 10:45, endExecution=2022/02/11 17:50, workload=42.30, info=null, newFinished=true, newStatus=true",OK
2021-09-09 14:16:24.144,acme.testing.administrator.task.AdministratorTaskUpdateTests,updateNegative,12210,"[1] recordIndex=0, title=Customize your webpage, description=Try some cool stuff, info=http://www.example.org, startExecution=2022/07/03 12:33, endExecution=2023/02/11 10:46, workload=98.59, status=true, finished=true, newTitle=Customize your webpage sex, newDescription=null, newInfo=http://www.exampleOne.org, newStartExecution=mañana, newEndExecution=null, newWorkload=99.59, newStatus=true, newFinished=true",OK
2021-09-09 14:16:36.354,acme.testing.administrator.task.AdministratorTaskUpdateTests,updateNegative,11915,"[2] recordIndex=1, title=Test1, description=Another test, info=http://www.example.org, startExecution=2022/07/05 15:33, endExecution=2022/08/11 09:46, workload=80.59, status=true, finished=true, newTitle=null, newDescription=Another test sex, newInfo=http://www.exampleTwo.org, newStartExecution=null, newEndExecution=2023/01/13 09:46, newWorkload=-10.58, newStatus=false, newFinished=true",OK
2021-09-09 14:16:48.695,acme.testing.administrator.task.AdministratorTaskUpdateTests,updateNegative,12060,"[3] recordIndex=2, title=Test2, description=Another test, info=http://www.example.org, startExecution=2022/07/18 16:33, endExecution=2023/02/15 08:46, workload=89.59, status=true, finished=true, newTitle=Test2 sex, newDescription=Another hardcore test, newInfo=http://www.example.orgThree, newStartExecution=2022/07/29 16:33, newEndExecution=2023/02/17 08:46, newWorkload=mucho, newStatus=true, newFinished=false",OK
2021-09-09 14:16:53.241,acme.testing.administrator.task.AdministratorTaskUpdateTests,updateNegativeTwo,4188,"[1] id=11",OK
2021-09-09 14:16:57.365,acme.testing.administrator.task.AdministratorTaskUpdateTests,updateNegativeTwo,3873,"[2] id=12",OK
2021-09-09 14:17:01.55,acme.testing.administrator.task.AdministratorTaskUpdateTests,updateNegativeTwo,3902,"[3] id=13",OK
2021-09-09 14:17:13.736,acme.testing.administrator.task.AdministratorTaskUpdateTests,updatePositive,11891,"[1] recordIndex=0, title=Customize your webpage, description=Try some cool stuff, info=http://www.example.org, startExecution=2022/07/03 12:33, endExecution=2023/02/11 10:46, workload=98.59, newStatus=true, newFinished=true, newTitle=Customize your webpage edited, newDescription=Try some cool stuff edited, newInfo=http://www.exampleOne.org",OK
2021-09-09 14:17:25.938,acme.testing.administrator.task.AdministratorTaskUpdateTests,updatePositive,11934,"[2] recordIndex=1, title=Test1, description=Another test, info=http://www.example.org, startExecution=2022/07/05 15:33, endExecution=2022/08/11 09:46, workload=80.59, newStatus=true, newFinished=true, newTitle=Test1 edited, newDescription=Another test edited, newInfo=http://www.exampleTwo.org",OK
2021-09-09 14:17:39.099,acme.testing.administrator.task.AdministratorTaskUpdateTests,updatePositive,12894,"[3] recordIndex=2, title=Test2, description=Another test, info=http://www.example.org, startExecution=2022/07/18 16:33, endExecution=2023/02/15 08:46, workload=89.59, newStatus=true, newFinished=false, newTitle=Test2 edited, newDescription=Another test edited, newInfo=http://www.example.orgThree",OK
2021-09-09 14:17:58.789,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listTask,8863,"[1] recordIndex=0, title=Customize header, description=Try some cool stuff, startExecution=2022/05/17 22:33, endExecution=2022/05/20 07:46, workload=13.59, finished=true",OK
2021-09-09 14:18:07.507,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listTask,8378,"[2] recordIndex=1, title=Testing, description=Try some cool stuff, startExecution=2022/02/17 22:33, endExecution=2022/03/20 07:46, workload=23.59, finished=true",OK
2021-09-09 14:18:16.376,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listTaskSortById,8591,"[1] recordIndex=0, title=Customize header, description=Try some cool stuff, startExecution=2022/05/17 22:33, endExecution=2022/05/20 07:46, workload=13.59, finished=true",OK
2021-09-09 14:18:25.278,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listTaskSortById,8649,"[2] recordIndex=1, title=Testing, description=Try some cool stuff, startExecution=2022/02/17 22:33, endExecution=2022/03/20 07:46, workload=23.59, finished=true",OK
2021-09-09 14:18:34.221,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listTaskSortByExecution,8659,"[1] recordIndex=0, title=Testing, description=Try some cool stuff, startExecution=2022/02/17 22:33, endExecution=2022/03/20 07:46, workload=23.59, finished=true",OK
2021-09-09 14:18:43.162,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listTaskSortByExecution,8673,"[2] recordIndex=1, title=Customize header, description=Try some cool stuff, startExecution=2022/05/17 22:33, endExecution=2022/05/20 07:46, workload=13.59, finished=true",OK
2021-09-09 14:18:52.202,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listTaskSortByWorkload,8723,"[1] recordIndex=0, title=Customize header, description=Try some cool stuff, startExecution=2022/05/17 22:33, endExecution=2022/05/20 07:46, workload=13.59, finished=true",OK
2021-09-09 14:19:01.391,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listTaskSortByWorkload,8880,"[2] recordIndex=1, title=Testing, description=Try some cool stuff, startExecution=2022/02/17 22:33, endExecution=2022/03/20 07:46, workload=23.59, finished=true",OK
2021-09-09 14:19:04.65,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listNegative,2958,"[1] id=id=8",OK
2021-09-09 14:19:07.837,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listNegative,2850,"[2] id=id=3",OK
2021-09-09 14:19:11.019,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listNegativeSortByExecution,2880,"[1] id=id=8",OK
2021-09-09 14:19:14.23,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listNegativeSortByExecution,2889,"[2] id=id=3",OK
2021-09-09 14:19:17.326,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listNegativeSortByWorkload,2782,"[1] id=id=8",OK
2021-09-09 14:19:20.49,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,listNegativeSortByWorkload,2821,"[2] id=id=3",OK
2021-09-09 14:19:23.703,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,showNegative,2851,"[1] id=id=99",OK
2021-09-09 14:19:26.875,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,showNegative,2877,"[2] id=id=98",OK
2021-09-09 14:19:29.996,acme.testing.authenticated.task.AuthenticatedTaskListAndShowTests,showNegative,2795,"[3] id=id=100",OK
2021-09-09 14:19:48.711,acme.testing.manager.task.ManagerTaskListByExecutionPeriodTests,listByExecutionPeriodPositive,8444,"[1] recordIndex=0, title=Test 1, description=Another test, startExecution=2022/07/07 22:33, endExecution=2023/02/11 07:46, workload=98.59, info=http://www.example.org, finished=true, status=true",OK
2021-09-09 14:19:56.816,acme.testing.manager.task.ManagerTaskListByExecutionPeriodTests,listByExecutionPeriodPositive,7806,"[2] recordIndex=1, title=Test 2, description=Another test, startExecution=2022/08/05 22:33, endExecution=2023/02/15 09:46, workload=85.59, info=http://www.example.org, finished=true, status=true",OK
2021-09-09 14:20:01.135,acme.testing.manager.task.ManagerTaskListByExecutionPeriodTests,listByExecutionPeriodNegative,3980,"[1] id=19",OK
2021-09-09 14:20:19.535,acme.testing.manager.task.ManagerTaskListByWorkloadTests,listByWorkloadPositive,7811,"[1] recordIndex=0, title=Test 2, description=Another test, startExecution=2022/08/05 22:33, endExecution=2023/02/15 09:46, workload=85.59, info=http://www.example.org, finished=true, status=true",OK
2021-09-09 14:20:27.679,acme.testing.manager.task.ManagerTaskListByWorkloadTests,listByWorkloadPositive,7801,"[2] recordIndex=1, title=Test 1, description=Another test, startExecution=2022/07/07 22:33, endExecution=2023/02/11 07:46, workload=98.59, info=http://www.example.org, finished=true, status=true",OK
2021-09-09 14:20:31.921,acme.testing.manager.task.ManagerTaskListByWorkloadTests,listByWorkloadNegative,3944,"[1] id=19",OK
2021-09-09 14:20:49.711,acme.testing.manager.task.ManagerTaskListTests,listTaskPositive,7116,"[1] recordIndex=0, title=Test 1, description=Another test, startExecution=2022/07/07 22:33, endExecution=2023/02/11 07:46, workload=98.59, info=http://www.example.org, finished=true, status=true",OK
2021-09-09 14:20:57.2,acme.testing.manager.task.ManagerTaskListTests,listTaskPositive,7193,"[2] recordIndex=1, title=Test 2, description=Another test, startExecution=2022/08/05 22:33, endExecution=2023/02/15 09:46, workload=85.59, info=http://www.example.org, finished=true, status=true",OK
2021-09-09 14:21:01.54,acme.testing.manager.task.ManagerTaskListTests,listTaskNegative,4026,"[1] id=19",OK
2021-09-09 14:21:15.912,acme.testing.manager.task.ManagerTaskShowTests,showNegative,4207,"[1] id=34",OK
2021-09-09 14:21:20.36,acme.testing.manager.task.ManagerTaskShowTests,showNegative,4088,"[2] id=35",OK
2021-09-09 14:21:35.961,acme.testing.manager.task.ManagerTaskDeleteTests,deleteNegative,4091,"[1] id=34",OK
2021-09-09 14:21:40.23,acme.testing.manager.task.ManagerTaskDeleteTests,deleteNegative,3957,"[2] id=35",OK
2021-09-09 14:21:46.595,acme.testing.manager.task.ManagerTaskDeleteTests,deletePositive,6055,"[1] recordIndex=0, title=Test 1, description=Another test, info=http://www.example.org",OK
2021-09-09 14:21:52.872,acme.testing.manager.task.ManagerTaskDeleteTests,deletePositive,5951,"[2] recordIndex=0, title=Test 2, description=Another test, info=http://www.example.org",OK
2021-09-09 14:22:14.25,acme.testing.manager.task.ManagerTaskCreateTests,createPositive,10753,"[1] recordIndex=2, title=Test3, description=Another test, startExecution=2021/09/26 10:45, endExecution=2021/12/16 17:00, workload=15.30, info=http://www.example.org, newFinished=true, newStatus=true",OK
2021-09-09 14:22:25.815,acme.testing.manager.task.ManagerTaskCreateTests,createPositive,11192,"[2] recordIndex=3, title=Test4, description=Another test, startExecution=2021/10/25 10:45, endExecution=2021/12/13 17:30, workload=25.35, info=http://www.example.org, newFinished=false, newStatus=true",OK
2021-09-09 14:22:36.491,acme.testing.manager.task.ManagerTaskCreateTests,createPositive,10363,"[3] recordIndex=4, title=Test5, description=Another test, startExecution=2021/11/27 10:45, endExecution=2021/12/17 17:50, workload=35.15, info=http://www.example.org, newFinished=false, newStatus=false",OK
2021-09-09 14:22:47.41,acme.testing.manager.task.ManagerTaskCreateTests,createPositive,10544,"[4] recordIndex=5, title=Test6, description=Another test, startExecution=2021/12/02 11:45, endExecution=2021/12/20 19:50, workload=35.15, info=http://www.example.org, newFinished=true, newStatus=false",OK
2021-09-09 14:22:58.093,acme.testing.manager.task.ManagerTaskCreateTests,createPositive,10429,"[5] recordIndex=6, title=Test7, description=Another test, startExecution=2021/12/03 10:45, endExecution=2022/02/11 17:50, workload=35.15, info=null, newFinished=true, newStatus=true",OK
2021-09-09 14:23:04.134,acme.testing.manager.task.ManagerTaskCreateTests,createNegative,5758,"[1] recordIndex=0, title=null, description=Another test, startExecution=2021/09/26 10:45, endExecution=2021/12/16 17:00, workload=15.30, info=http://www.example.org, newFinished=true, newStatus=true",OK
2021-09-09 14:23:10.149,acme.testing.manager.task.ManagerTaskCreateTests,createNegative,5736,"[2] recordIndex=0, title=null, description=Another test, startExecution=2021/10/25 10:45, endExecution=2021/12/13 17:30, workload=25.35, info=http://www.example.org, newFinished=false, newStatus=true",OK
2021-09-09 14:23:16.174,acme.testing.manager.task.ManagerTaskCreateTests,createNegative,5745,"[3] recordIndex=0, title=Test10, description=null, startExecution=2021/11/27 10:45, endExecution=2021/12/17 17:50, workload=35.15, info=http://www.example.org, newFinished=false, newStatus=false",OK
2021-09-09 14:23:22.186,acme.testing.manager.task.ManagerTaskCreateTests,createNegative,5747,"[4] recordIndex=0, title=Test11, description=null, startExecution=2021/12/02 11:45, endExecution=2021/12/20 19:50, workload=35.15, info=http://www.example.org, newFinished=true, newStatus=false",OK
2021-09-09 14:23:28.225,acme.testing.manager.task.ManagerTaskCreateTests,createNegative,5743,"[5] recordIndex=0, title=Test12, description=Another test, startExecution=null, endExecution=2022/02/11 17:50, workload=35.15, info=null, newFinished=true, newStatus=true",OK
2021-09-09 14:23:34.314,acme.testing.manager.task.ManagerTaskCreateTests,createNegative,5776,"[6] recordIndex=0, title=Test13, description=Another test, startExecution=2021/02/03 10:45, endExecution=2022/02/11 17:50, workload=35.15, info=null, newFinished=true, newStatus=true",OK
2021-09-09 14:23:40.381,acme.testing.manager.task.ManagerTaskCreateTests,createNegative,5785,"[7] recordIndex=0, title=Test14, description=Another test, startExecution=tomorrow, endExecution=2022/02/11 17:50, workload=35.15, info=null, newFinished=true, newStatus=true",OK
2021-09-09 14:23:46.399,acme.testing.manager.task.ManagerTaskCreateTests,createNegative,5723,"[8] recordIndex=0, title=Test15, description=Another test, startExecution=2021/12/03 10:45, endExecution=null, workload=35.15, info=null, newFinished=true, newStatus=true",OK
2021-09-09 14:23:52.423,acme.testing.manager.task.ManagerTaskCreateTests,createNegative,5743,"[9] recordIndex=0, title=Test16, description=Another test, startExecution=2021/12/03 10:45, endExecution=tow weeks, workload=35.15, info=null, newFinished=true, newStatus=true",OK
2021-09-09 14:23:58.551,acme.testing.manager.task.ManagerTaskCreateTests,createNegative,5864,"[10] recordIndex=0, title=Test17, description=Another test, startExecution=2021/12/03 10:45, endExecution=2021/12/01 17:50, workload=35.15, info=null, newFinished=true, newStatus=true",OK
